target,run_id,n_features,features
us_10y_xl,L12W_F4W_R63d_T0bp_S0.0,80,"lvl_us_ig_oas_xl,kr_growth_ip_total_mom,z60_us_ffr,z60_sp_corp_aa_3y,z252_ktb_1y,z60_cd_base_spread,z60_us_spr_10_30,d60_ktb_20y,lvl_us_bei_5y5y,kr_sent_csi_total_mom,vol20_ktb_3y,lvl_us_5y,vol20_kospi,z60_us_ig_oas_xl,d60_bfly_3_5_10,z252_cd_base_spread,d20_bfly_3_5_10,z252_slope_10y3y,sp_kepco_5y,d20_sp_corp_bbb_3y,lvl_usdkrw,z60_ktb_1y,kr_growth_cli_lead_mom,z60_sp_corp_bbb_3y,z60_jpykrw ..."
us_ig_oas_xl,L12W_F4W_R63d_T0bp_S0.0,80,"lvl_us_ig_oas_xl,sp_corp_bbb_3y,z60_sp_indfin_1y,z252_ktb_30y,z60_sp_corp_aa_3y,d60_cd_base_spread,ret20_kospi,d20_us_ig_oas_xl,z252_cd_base_spread,z60_sp_corp_bbb_3y,d20_usdkrw_range,d20_ktb_1y,lvl_vixcls,d20_wti,vol20_kospi,z60_us_ffr,kr_price_cpi_total_mom,z60_tedrate,z60_us_ig_oas_xl,ktb3y_base_spread,z252_cd_91d,lvl_yh_sp500,lvl_usdkrw,lvl_brent,d20_brent ..."
us_spr_10_30,L12W_F4W_R63d_T0bp_S0.0,80,"d20_bfly_3_5_10,d60_ktb3y_base_spread,z60_yh_gold,vol20_ktb_10y,z60_brent,d60_bfly_3_5_10,d20_sp_kepco_5y,lvl_wti,vol20_ktb_5y,d20_slope_30y5y,z60_dxy_broad,lvl_us_spr_10_30,d20_brent,z252_us_spr_10_30,vol20_ktb_3y,z60_jpykrw,z60_us_bei_10y,z60_cd_base_spread,lvl_usdkrw,lvl_cnykrw,sp_kepco_5y,d20_us_bei_5y5y,z60_usdkrw,ret20_usdkrw,kr_growth_cli_lead_mom ..."
us_spr_2_10,L12W_F4W_R63d_T0bp_S0.0,80,"z60_wti,lvl_us_ig_oas_xl,kr_sent_csi_total_mom,d60_ktb_20y,z60_kospi,d60_slope_10y3y,z60_us_10y,z60_yh_gold,z60_sp_corp_bbb_3y,z60_sp_indfin_1y,z60_us_spr_10_30,z252_us_spr_2_10,vol20_ktb_3y,d20_brent,d60_cd_base_spread,sp_kepco_5y,z60_sp_corp_aa_3y,sp_indfin_1y,lvl_us_real_10y,lvl_us_2y,z60_us_bei_10y,z252_cd_91d,vol20_kospi,z60_us_ffr,d60_ktb3y_base_spread ..."
us_spr_5_30,L12W_F4W_R63d_T0bp_S0.0,80,"d20_usdkrw_range,z252_us_spr_10_30,vol20_ktb_5y,z60_us_bei_10y,d20_dxy_broad,z60_us_ffr,z60_eurkrw,d60_bfly_3_5_10,ret20_usdkrw,z60_us_spr_10_30,vol20_ktb_10y,d60_ktb3y_base_spread,z60_us_ig_oas_xl,z60_wti,d20_brent,z60_cd_base_spread,z60_sp_kepco_5y,z60_cd_91d,d20_us_spr_5_30,z60_yh_dxy,ret20_jpykrw,z60_sp_corp_bbb_3y,z252_cd_91d,d5_yh_dxy,ret20_kospi ..."
ktb_10y,L12W_F4W_R63d_T10bp_S0.0,80,"d20_usdkrw_range,z60_ktb_30y,z252_cd_base_spread,d20_us_spr_5_30,vol20_ktb_3y,z252_ktb_5y,d60_cd_base_spread,us_indpro_lvl,d20_us_spr_10_30,z252_ktb_20y,z60_sp_corp_aa_3y,d5_dxy_broad,vol20_kospi,z252_ktb_3y,z60_dxy_broad,d60_ktb_20y,z252_us_spr_10_30,vol20_ktb_5y,z60_sp_indfin_1y,sp_corp_bbb_3y,d60_ktb_5y,d60_ktb_10y,us_indpro_yoy,lvl_vixcls,d5_brent ..."
ktb_30y,L12W_F4W_R63d_T10bp_S0.0,80,"vol20_ktb_3y,d60_ktb_30y,z60_sp_corp_aa_3y,z252_cd_base_spread,slope_10y3y,us_indpro_yoy,d60_slope_30y5y,vol20_ktb_5y,us_unrate_yoy,d5_ktb_30y,d60_slope_10y3y,kr_sent_csi_total_lvl,us_cpi_yoy,ktb3y_base_spread,slope_30y5y,lvl_us_5y,kr_growth_ip_total_yoy,lvl_us_10y,z60_usdkrw,ret20_jpykrw,sp_corp_aa_3y,d20_usdkrw_range,z252_slope_30y10y,z252_us_spr_10_30,lvl_usdkrw ..."
ktb_3y,L12W_F4W_R63d_T10bp_S0.0,80,"d60_ktb_1y,d20_dxy_broad,z60_wti,z252_ktb_3y,z60_cd_91d,z60_brent,z252_ktb_1y,ret20_eurkrw,d60_ktb_3y,z60_ktb3y_base_spread,ret20_usdkrw,d20_cd_base_spread,z60_eurkrw,vol20_ktb_10y,d20_brent,lvl_brent,d20_yh_gold,kr_price_cpi_total_mom,z60_kospi,d20_wti,z60_ktb_5y,z252_cd_base_spread,z60_us_ig_oas_xl,z252_bfly_3_5_10,d20_us_real_10y ..."
ktb_5y,L12W_F4W_R63d_T10bp_S0.0,80,"us_indpro_lvl,d60_ktb_3y,d60_bfly_3_5_10,z60_sp_corp_aa_3y,z252_us_spr_2_10,lvl_us_real_10y,sp_kepco_5y,vol20_ktb_3y,d20_yh_gold,lvl_usdkrw,z60_ktb_1y,z60_sp_kepco_5y,lvl_wti,z60_yh_gold,z60_ktb_3y,z252_ktb3y_base_spread,ret20_jpykrw,ret20_eurkrw,kr_price_cpi_total_lvl,kr_growth_ip_total_mom,z60_cd_91d,z60_sp_indfin_1y,z60_us_bei_5y5y,fgn_kospi_cum20,kr_price_cpi_total_mom ..."
spread_aa_3y,L12W_F4W_R63d_T10bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
spread_bbb_3y,L12W_F4W_R63d_T10bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
spread_ktb_10_30,L12W_F4W_R63d_T10bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
spread_ktb_3_10,L12W_F4W_R63d_T10bp_S0.0,80,"d60_slope_10y3y,vol20_kospi,d20_bfly_3_5_10,fgn_kospi_cum20,d20_slope_10y3y,d60_cd_91d,d5_slope_30y5y,lvl_wti,z252_slope_10y3y,z60_cd_base_spread,vol20_ktb_10y,lvl_us_bei_10y,lvl_vixcls,z252_ktb_1y,z60_us_ffr,d5_wti,kr_price_imp_price_lvl,slope_10y3y,d5_us_bei_10y,z60_yh_dxy,kr_growth_cli_lead_mom,kr_sent_csi_total_lvl,us_cpi_core_yoy,z60_cd_91d,vol20_ktb_3y ..."
spread_ktb_5_30,L12W_F4W_R63d_T10bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
us_10y_xl,L12W_F4W_R63d_T10bp_S0.0,80,"z60_us_ig_oas_xl,vol20_kospi,kr_growth_cli_lead_mom,z60_cd_base_spread,d60_bfly_3_5_10,z60_us_ffr,kr_growth_ip_total_mom,z252_cd_base_spread,kr_sent_csi_total_mom,d60_cd_base_spread,z252_us_spr_10_30,z60_eurkrw,d20_sp_corp_bbb_3y,z252_ktb_1y,z252_us_spr_2_10,ret20_jpykrw,z60_us_real_10y,z60_dxy_broad,z60_sp_corp_aa_3y,vol20_ktb_3y,z60_brent,z60_tedrate,d20_slope_10y3y,z60_sp_corp_bbb_3y,lvl_us_ig_oas_xl ..."
us_ig_oas_xl,L12W_F4W_R63d_T10bp_S0.0,80,"d20_slope_10y3y,z252_cd_base_spread,z60_sp_corp_bbb_3y,ktb3y_base_spread,d20_sp_kepco_5y,ret20_kospi,us_cpi_core_yoy,d20_usdkrw_range,vol20_kospi,z60_slope_10y3y,d20_yh_dxy,kr_growth_ip_total_mom,z252_ktb3y_base_spread,lvl_yh_sp500,z60_yh_gold,slope_10y3y,z252_cd_91d,z60_sp_corp_aa_3y,z60_us_ffr,z60_us_bei_10y,vol20_ktb_5y,z60_us_2y,lvl_vixcls,kr_price_ppi_total_mom,us_payems_yoy ..."
us_spr_10_30,L12W_F4W_R63d_T10bp_S0.0,80,"z252_us_spr_10_30,d20_yh_dxy,d20_sp_kepco_5y,us_pce_core_yoy,z60_bfly_3_5_10,z60_sp_corp_bbb_3y,z60_jpykrw,z60_us_real_10y,vol20_ktb_3y,z60_us_2y,z60_vixcls,d20_slope_10y3y,vol20_kospi,d60_ktb_1y,d5_bfly_3_5_10,d20_us_bei_5y5y,z60_tedrate,d20_us_real_10y,z60_dxy_broad,lvl_wti,z60_brent,z60_yh_dxy,kr_growth_ip_total_mom,sp_kepco_5y,z60_us_spr_5_30 ..."
us_spr_2_10,L12W_F4W_R63d_T10bp_S0.0,80,"z60_kospi,z60_wti,d60_slope_10y3y,kr_sent_csi_total_mom,vol20_ktb_3y,lvl_us_2y,lvl_us_ig_oas_xl,z60_us_30y,z60_us_bei_10y,z60_sp_corp_bbb_3y,d60_ktb3y_base_spread,kr_growth_ip_total_mom,d20_usdkrw_range,d60_ktb_20y,lvl_wti,z252_us_spr_2_10,kr_growth_ip_total_lvl,kr_sent_csi_total_lvl,lvl_us_real_10y,lvl_us_5y,z60_us_5y,z60_vol_kospi,fgn_kospi_cum20,d20_sp_indfin_1y,z60_vixcls ..."
us_spr_5_30,L12W_F4W_R63d_T10bp_S0.0,80,"d20_usdkrw_range,z60_us_bei_10y,z60_eurkrw,d60_bfly_3_5_10,z60_sp_corp_bbb_3y,z60_slope_10y3y,d20_dxy_broad,ret20_usdkrw,us_indpro_yoy,z60_dxy_broad,z252_us_spr_10_30,z60_us_ffr,z60_yh_dxy,vol20_ktb_5y,z60_sp_kepco_5y,z60_wti,d20_tedrate,z60_tedrate,z60_brent,z252_cd_base_spread,d20_sp_kepco_5y,kr_price_cpi_total_mom,z60_ktb_20y,d60_ktb3y_base_spread,z60_cd_base_spread ..."
ktb_10y,L20W_F2W_R63d_T0bp_S0.0,80,"z252_ktb_10y,z252_slope_10y3y,fgn_kospi_cum20,z252_ktb_30y,lvl_us_spr_10_30,z60_us_ffr,z60_sp_kepco_5y,z60_ktb_10y,z60_ktb_20y,sp_kepco_5y,z60_tedrate,d60_ktb3y_base_spread,z60_bfly_3_5_10,vol20_ktb_10y,z60_sp_corp_aa_3y,ktb3y_base_spread,z60_usdkrw,d20_ktb_20y,z60_vol_kospi,lvl_yh_gold,d20_yh_gold,d5_ktb_10y,d20_slope_10y3y,lvl_usdkrw,z60_cd_base_spread ..."
ktb_30y,L20W_F2W_R63d_T0bp_S0.0,80,"z252_ktb_30y,lvl_us_spr_10_30,z60_tedrate,z60_sp_corp_bbb_3y,z252_slope_10y3y,z60_jpykrw,d60_ktb_1y,d5_yh_dxy,z252_us_spr_2_10,z60_usdkrw,d20_slope_30y10y,d20_sp_kepco_5y,d20_yh_gold,z252_ktb_20y,z252_cd_base_spread,d20_us_ig_oas_xl,vol20_kospi,d20_ktb_1y,d20_ktb_10y,lvl_eurkrw,d20_slope_10y3y,d20_us_spr_10_30,fgn_kospi_cum20,ktb3y_base_spread,z60_slope_30y10y ..."
ktb_3y,L20W_F2W_R63d_T0bp_S0.0,80,"z252_ktb_5y,z60_us_ig_oas_xl,d20_ktb_1y,d20_tedrate,z252_cd_91d,kr_sent_csi_total_mom,vol20_kospi,d20_sp_indfin_1y,z60_us_ffr,z252_ktb_10y,d20_sp_corp_aa_3y,z252_us_spr_5_30,z60_tedrate,bfly_3_5_10,z60_slope_10y3y,d5_bfly_3_5_10,d60_ktb_20y,z60_dxy_broad,d5_wti,z252_us_spr_10_30,z252_cd_base_spread,z60_yh_dxy,d20_bfly_3_5_10,d20_sp_kepco_5y,d5_yh_dxy ..."
ktb_5y,L20W_F2W_R63d_T0bp_S0.0,80,"z252_ktb_10y,z60_sp_corp_aa_3y,d20_yh_gold,z60_sp_indfin_1y,ret20_kospi,vol20_kospi,d20_bfly_3_5_10,z252_ktb_5y,z60_cd_base_spread,sp_kepco_5y,z60_sp_kepco_5y,z60_us_bei_10y,z60_slope_10y3y,z60_sp_corp_bbb_3y,d20_usdkrw_range,fgn_kospi_cum20,z60_dxy_broad,z60_usdkrw,z60_eurkrw,d60_slope_30y10y,z60_us_ig_oas_xl,d5_us_real_10y,lvl_us_ig_oas_xl,z60_slope_30y10y,z60_yh_dxy ..."
spread_aa_3y,L20W_F2W_R63d_T0bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
spread_bbb_3y,L20W_F2W_R63d_T0bp_S0.0,80,"fgn_kospi_cum20,lvl_dxy_broad,d20_usdkrw_range,d60_ktb_1y,d60_cd_91d,kr_price_imp_price_lvl,z60_bfly_3_5_10,d20_us_bei_5y5y,vol20_ktb_10y,d20_yh_gold,lvl_ktb_1y,lvl_ktb_10y,kr_growth_cli_lead_mom,z60_us_2y,z252_cd_91d,d20_wti,lvl_yh_sp500,sp_indfin_1y,d20_slope_10y3y,z60_ktb3y_base_spread,ret20_kospi,z60_sp_corp_aa_3y,ret20_usdkrw,lvl_brent,z60_us_ig_oas_xl ..."
spread_kepco_5y,L20W_F2W_R63d_T0bp_S0.0,80,"kr_price_cpi_total_mom,d20_us_bei_5y5y,lvl_wti,sp_indfin_1y,us_unrate_yoy,d20_slope_10y3y,d20_usdkrw_range,sp_kepco_5y,z60_wti,d20_yh_dxy,z60_us_spr_10_30,vol20_kospi,z60_yh_gold,lvl_yh_gold,d20_yh_gold,d20_sp_corp_aa_3y,fgn_kospi_cum20,sp_corp_aa_3y,z252_ktb_1y,d20_dxy_broad,z60_cd_91d,d20_ktb_10y,z60_sp500,vol20_ktb_10y,z60_sp_indfin_1y ..."
spread_ktb_10_30,L20W_F2W_R63d_T0bp_S0.0,80,"d60_ktb_1y,z60_sp_indfin_1y,lvl_jpykrw,z60_dxy_broad,d20_brent,z60_slope_30y10y,z60_sp_kepco_5y,z60_yh_dxy,z60_us_ig_oas_xl,d20_sp_indfin_1y,z60_us_2y,z252_ktb3y_base_spread,z60_kospi,fgn_kospi_cum20,z60_vol_kospi,z252_cd_base_spread,sp_indfin_1y,z60_eurkrw,kr_price_imp_price_yoy,vol20_kospi,z60_us_ffr,z60_brent,d20_sp_corp_aa_3y,d5_yh_dxy,d20_yh_dxy ..."
spread_ktb_3_10,L20W_F2W_R63d_T0bp_S0.0,80,"z252_slope_10y3y,ktb3y_base_spread,d60_slope_10y3y,d60_bfly_3_5_10,vol20_ktb_3y,d20_wti,z60_us_real_10y,z252_cd_base_spread,z252_ktb3y_base_spread,z60_us_ffr,z252_ktb_20y,usdkrw_range,z60_tedrate,d20_usdkrw_range,d20_yh_gold,z60_cd_base_spread,z60_cd_91d,d20_sp_indfin_1y,z60_yh_gold,z60_eurkrw,z60_ktb_20y,z60_slope_10y3y,z252_us_spr_10_30,d20_us_ig_oas_xl,d60_slope_30y10y ..."
spread_ktb_5_30,L20W_F2W_R63d_T0bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
us_10y_xl,L20W_F2W_R63d_T0bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
us_ig_oas_xl,L20W_F2W_R63d_T0bp_S0.0,80,"z252_ktb_5y,z252_us_spr_10_30,d20_sp_corp_bbb_3y,z60_yh_gold,d20_us_2y,d20_slope_10y3y,fgn_kospi_cum20,vol20_kospi,d20_sp_corp_aa_3y,z60_wti,z60_us_spr_10_30,z60_cd_base_spread,sp_kepco_5y,d20_sp_kepco_5y,z60_tedrate,lvl_eurkrw,d20_bfly_3_5_10,sp_corp_aa_3y,z60_slope_10y3y,lvl_vixcls,ret20_jpykrw,lvl_dxy_broad,d20_vixcls,d60_ktb3y_base_spread,z60_us_2y ..."
us_spr_10_30,L20W_F2W_R63d_T0bp_S0.0,80,"z252_us_spr_10_30,z60_sp_indfin_1y,z60_kospi,kr_growth_ip_total_mom,d20_vixcls,z252_slope_30y10y,z60_sp_kepco_5y,d5_slope_10y3y,d20_us_spr_5_30,vol20_ktb_3y,d20_sp_indfin_1y,d5_brent,z60_us_ig_oas_xl,d20_yh_dxy,d20_slope_30y5y,z60_yh_gold,d5_bfly_3_5_10,z60_us_2y,z60_tedrate,z60_cd_91d,lvl_us_real_10y,z60_jpykrw,ret20_kospi,vol20_ktb_10y,z60_cd_base_spread ..."
us_spr_2_10,L20W_F2W_R63d_T0bp_S0.0,80,"z252_us_spr_2_10,z60_us_ffr,z60_us_ig_oas_xl,d20_sp_corp_aa_3y,d5_brent,ret1_sp500,z60_sp_corp_aa_3y,z60_sp_corp_bbb_3y,d20_us_spr_10_30,z60_tedrate,kr_price_ppi_total_mom,d60_ktb_3y,sp_corp_aa_3y,d20_brent,d20_usdkrw_range,us_unrate_yoy,z252_slope_10y3y,z60_sp500,kr_price_imp_price_mom,z60_us_bei_5y5y,d20_wti,kr_price_cpi_total_mom,z252_ktb_10y,z60_ktb_20y,z252_cd_base_spread ..."
us_spr_5_30,L20W_F2W_R63d_T0bp_S0.0,80,"z252_us_spr_5_30,z252_us_spr_10_30,z60_sp_indfin_1y,d20_us_bei_5y5y,z60_us_spr_10_30,lvl_us_2y,z60_sp_corp_aa_3y,z60_kospi,d20_ktb_20y,z60_usdkrw,lvl_us_spr_5_30,z60_us_bei_5y5y,z252_cd_base_spread,z60_eurkrw,lvl_us_spr_10_30,z60_vixcls,lvl_brent,d20_yh_dxy,d20_us_spr_10_30,z60_yh_gold,z60_us_5y,lvl_yh_dxy,z252_slope_30y10y,bfly_3_5_10,z60_cd_base_spread ..."
ktb_10y,L20W_F2W_R63d_T10bp_S0.0,80,"z252_ktb_10y,z252_ktb_30y,z60_sp_corp_aa_3y,z252_slope_10y3y,d20_ktb_20y,z60_tedrate,vol20_ktb_10y,z252_us_spr_2_10,kr_sent_csi_total_mom,lvl_us_spr_10_30,z60_bfly_3_5_10,d20_yh_gold,z60_us_ig_oas_xl,vol20_kospi,z60_us_ffr,fgn_kospi_cum20,z60_cd_base_spread,sp_kepco_5y,ktb3y_base_spread,z60_yh_gold,z252_ktb_5y,z60_sp_corp_bbb_3y,z60_us_bei_10y,ret20_kospi,z252_ktb_20y ..."
ktb_30y,L20W_F2W_R63d_T10bp_S0.0,80,"z252_ktb_30y,z60_sp_corp_bbb_3y,d20_yh_gold,d20_us_ig_oas_xl,z252_ktb_20y,z60_tedrate,z60_us_spr_5_30,z60_us_ig_oas_xl,lvl_us_spr_10_30,d5_yh_dxy,z252_us_spr_2_10,ret1_jpykrw,z60_us_bei_5y5y,bfly_3_5_10,z252_us_spr_10_30,z60_sp500,d20_bfly_3_5_10,lvl_jpykrw,z60_bfly_3_5_10,z60_sp_corp_aa_3y,d5_wti,z60_yh_dxy,kr_growth_cli_lead_yoy,d20_sp_corp_aa_3y,d5_dxy_broad ..."
