target,run_id,n_features,features
us_spr_5_30,L20W_F4W_R63d_T10bp_S0.0,80,"z252_us_spr_5_30,d20_us_bei_5y5y,z60_sp_kepco_5y,ret20_jpykrw,lvl_dxy_broad,ret20_usdkrw,lvl_tedrate,d60_cd_base_spread,z60_wti,z252_us_spr_10_30,z60_cd_base_spread,z60_bfly_3_5_10,vol20_ktb_10y,fgn_kospi_cum20,z252_slope_10y3y,z252_cd_base_spread,d20_wti,z60_us_2y,d60_ktb_1y,lvl_us_spr_5_30,d20_usdkrw_range,z60_sp_indfin_1y,d20_us_10y2y,ret1_jpykrw,z60_eurkrw ..."
ktb_10y,L4W_F2W_R63d_T0bp_S0.0,80,"z252_cd_base_spread,z60_us_ffr,d20_sp_corp_bbb_3y,z60_us_ig_oas_xl,d20_brent,z252_cd_91d,z60_sp_corp_bbb_3y,kr_growth_ip_total_mom,vol20_ktb_3y,z60_sp500,vol20_kospi,z60_sp_kepco_5y,z60_dxy_broad,z60_slope_10y3y,z60_bfly_3_5_10,sp_kepco_5y,z60_us_spr_10_30,z60_sp_corp_aa_3y,z60_sp_indfin_1y,ret1_kospi,d60_bfly_3_5_10,d20_wti,d20_us_spr_10_30,d20_bfly_3_5_10,z252_ktb3y_base_spread ..."
ktb_30y,L4W_F2W_R63d_T0bp_S0.0,80,"z252_cd_91d,z60_sp500,z60_dxy_broad,z60_sp_corp_aa_3y,z60_yh_dxy,d20_yh_dxy,z60_ktb_10y,z60_us_bei_10y,z60_bfly_3_5_10,d60_bfly_3_5_10,bfly_3_5_10,d20_brent,fgn_kospi_cum20,z60_sp_corp_bbb_3y,vol20_kospi,z252_slope_30y5y,z60_cd_base_spread,z60_us_ffr,z60_cd_91d,z252_us_spr_2_10,ret20_eurkrw,d60_slope_10y3y,vol20_ktb_3y,z60_sp_indfin_1y,d5_yh_gold ..."
ktb_3y,L4W_F2W_R63d_T0bp_S0.0,80,"z60_yh_dxy,z60_sp_kepco_5y,d20_sp_corp_aa_3y,d20_usdkrw_range,ret20_jpykrw,fgn_kospi_cum20,z60_ktb_5y,d20_sp_kepco_5y,vol20_ktb_3y,d5_us_bei_10y,lvl_brent,z60_ktb_1y,z252_cd_base_spread,ret20_kospi,z60_sp_indfin_1y,z60_yh_gold,d5_brent,kr_growth_ip_total_yoy,z252_slope_10y3y,z60_cd_base_spread,z60_us_ffr,z60_brent,d20_yh_gold,usdkrw_range,z60_sp500 ..."
ktb_5y,L4W_F2W_R63d_T0bp_S0.0,80,"ret20_usdkrw,z60_eurkrw,z252_cd_91d,z252_cd_base_spread,d20_dxy_broad,z60_sp_corp_aa_3y,z60_ktb_1y,d20_us_ig_oas_xl,ret20_kospi,z60_ktb_3y,z60_sp_corp_bbb_3y,vol20_ktb_3y,z60_us_bei_5y5y,z60_dxy_broad,d20_usdkrw_range,vol20_kospi,d20_sp_kepco_5y,z252_bfly_3_5_10,sp_corp_aa_3y,z60_sp_kepco_5y,z60_us_ffr,z60_yh_gold,d60_bfly_3_5_10,z60_yh_dxy,d20_sp_indfin_1y ..."
spread_aa_3y,L4W_F2W_R63d_T0bp_S0.0,80,"z60_sp_corp_aa_3y,z60_sp_corp_bbb_3y,z60_sp_indfin_1y,d20_sp_corp_aa_3y,d20_sp_kepco_5y,kr_sent_csi_total_yoy,z60_us_ig_oas_xl,z60_tedrate,z60_sp500,z252_cd_base_spread,z60_wti,z60_ktb3y_base_spread,vol20_ktb_10y,d5_us_spr_10_30,fgn_kospi_cum20,z60_cd_91d,z60_us_spr_10_30,kr_price_ppi_total_mom,bfly_3_5_10,sp_corp_aa_3y,ret1_sp500,d20_usdkrw_range,d20_dxy_broad,z60_us_bei_5y5y,lvl_usdkrw ..."
spread_bbb_3y,L4W_F2W_R63d_T0bp_S0.0,80,"z60_cd_base_spread,z60_sp_corp_bbb_3y,z60_us_ig_oas_xl,z252_bfly_3_5_10,ret20_eurkrw,z60_us_ffr,z60_jpykrw,d60_bfly_3_5_10,vol20_ktb_5y,d20_sp_corp_bbb_3y,d20_yh_gold,z60_sp_indfin_1y,z60_yh_gold,lvl_us_10y2y,z252_cd_base_spread,d20_slope_10y3y,z60_sp_kepco_5y,d20_sp_corp_aa_3y,z60_us_10y2y,z60_sp_corp_aa_3y,z60_vixcls,lvl_ktb_1y,d60_slope_30y5y,z60_bfly_3_5_10,lvl_us_bei_5y5y ..."
spread_kepco_5y,L4W_F2W_R63d_T0bp_S0.0,80,"z60_sp_corp_bbb_3y,z60_cd_base_spread,d20_usdkrw_range,d20_wti,d20_sp_kepco_5y,z60_us_bei_10y,lvl_brent,z60_sp_corp_aa_3y,d20_vixcls,d20_slope_10y3y,z60_sp_kepco_5y,d20_sp_corp_bbb_3y,z60_brent,z252_cd_base_spread,vol20_ktb_10y,z60_us_ffr,z252_ktb_1y,z60_us_ig_oas_xl,ret20_kospi,vol20_kospi,fgn_kospi_cum20,d60_ktb_1y,d20_brent,d20_ktb3y_base_spread,d20_bfly_3_5_10 ..."
spread_ktb_10_30,L4W_F2W_R63d_T0bp_S0.0,80,"z60_usdkrw,z60_dxy_broad,z60_sp500,ret20_usdkrw,z60_kospi,d5_bfly_3_5_10,slope_30y5y,vol20_ktb_3y,vol20_kospi,kr_price_imp_price_mom,ret20_jpykrw,sp_indfin_1y,d20_sp_corp_bbb_3y,z60_sp_corp_bbb_3y,d60_ktb_1y,d5_slope_30y10y,z60_ktb3y_base_spread,fgn_kospi_cum20,z60_slope_30y5y,z60_sp_indfin_1y,bfly_3_5_10,d60_slope_10y3y,z252_slope_30y10y,d20_us_bei_5y5y,d20_usdkrw_range ..."
spread_ktb_3_10,L4W_F2W_R63d_T0bp_S0.0,80,"d20_sp_indfin_1y,z60_slope_10y3y,fgn_kospi_cum20,z60_yh_dxy,z60_us_ffr,z252_cd_base_spread,d5_yh_gold,kr_growth_ip_total_yoy,z60_cd_base_spread,z60_dxy_broad,z60_vol_kospi,z60_kospi,lvl_usdkrw,z60_us_ig_oas_xl,z60_bfly_3_5_10,z60_us_real_10y,d20_sp_corp_bbb_3y,z60_sp_indfin_1y,d20_sp_corp_aa_3y,z252_us_spr_5_30,ret1_sp500,z60_wti,z60_eurkrw,d20_slope_10y3y,z60_us_spr_5_30 ..."
spread_ktb_5_30,L4W_F2W_R63d_T0bp_S0.0,80,"d20_slope_30y5y,vol20_kospi,vol20_ktb_10y,z60_slope_30y5y,z60_sp_corp_bbb_3y,z60_sp_kepco_5y,d20_sp_kepco_5y,d60_bfly_3_5_10,fgn_kospi_cum20,z60_dxy_broad,z60_us_ffr,us_pce_core_yoy,d20_ktb_1y,d20_brent,z60_jpykrw,d20_sp_corp_aa_3y,z252_bfly_3_5_10,z252_cd_base_spread,d20_us_10y3m,d5_us_spr_5_30,z60_us_spr_10_30,ret20_jpykrw,z60_cd_91d,vol20_ktb_3y,z60_eurkrw ..."
us_10y_xl,L4W_F2W_R63d_T0bp_S0.0,80,"d60_ktb_20y,ret20_jpykrw,d60_slope_10y3y,d20_vixcls,z60_cd_base_spread,kr_growth_cli_lead_mom,z60_cd_91d,d20_slope_30y5y,d20_brent,z60_jpykrw,z60_sp_indfin_1y,d5_us_real_10y,d5_yh_gold,z60_yh_gold,d20_slope_10y3y,z60_sp_kepco_5y,d5_yh_dxy,vol20_kospi,d5_slope_30y5y,z60_sp_corp_aa_3y,z60_us_bei_5y5y,z60_sp500,z60_usdkrw,d20_bfly_3_5_10,vol20_ktb_5y ..."
us_ig_oas_xl,L4W_F2W_R63d_T0bp_S0.0,80,"lvl_us_ig_oas_xl,d60_bfly_3_5_10,z60_sp_indfin_1y,vol20_kospi,z60_cd_91d,z60_wti,ret20_jpykrw,z60_us_ig_oas_xl,z60_vol_kospi,kr_sent_csi_total_mom,z252_us_spr_5_30,z60_yh_gold,z252_cd_91d,z60_us_spr_10_30,z60_bfly_3_5_10,d5_brent,z60_ktb_1y,ret1_sp500,z60_eurkrw,z60_dxy_broad,slope_10y3y,z252_ktb_20y,d20_usdkrw_range,vol20_ktb_3y,d20_vixcls ..."
us_spr_10_30,L4W_F2W_R63d_T0bp_S0.0,80,"z60_us_spr_10_30,vol20_ktb_3y,z60_us_ffr,z252_cd_base_spread,z60_cd_91d,d20_sp_kepco_5y,d20_yh_gold,z60_yh_gold,kr_growth_cli_lead_yoy,d5_yh_dxy,d20_sp_corp_aa_3y,z60_sp_kepco_5y,z60_us_2y,z252_slope_30y10y,z60_wti,z60_tedrate,ret1_jpykrw,vol20_kospi,z60_us_bei_10y,z60_sp500,ret20_kospi,z60_kospi,d60_bfly_3_5_10,z60_sp_indfin_1y,d20_us_spr_10_30 ..."
us_spr_2_10,L4W_F2W_R63d_T0bp_S0.0,80,"z252_cd_base_spread,lvl_wti,z60_cd_91d,z60_cd_base_spread,z60_kospi,z60_sp_corp_aa_3y,z60_ktb_1y,z60_sp_corp_bbb_3y,ret20_kospi,z252_cd_91d,d20_slope_10y3y,d60_slope_10y3y,lvl_vixcls,z60_usdkrw,ret1_kospi,d20_ktb_10y,z60_sp_indfin_1y,z60_sp_kepco_5y,z60_us_ffr,fgn_kospi_cum20,d20_bfly_3_5_10,z60_tedrate,z60_brent,z60_us_spr_10_30,bfly_3_5_10 ..."
us_spr_5_30,L4W_F2W_R63d_T0bp_S0.0,80,"z60_sp_corp_aa_3y,d20_sp_indfin_1y,z60_sp_indfin_1y,d20_us_bei_5y5y,z60_us_bei_5y5y,vol20_kospi,z60_kospi,kr_growth_ip_total_yoy,kr_price_ppi_total_mom,z252_cd_base_spread,z60_us_spr_5_30,z252_us_spr_5_30,bfly_3_5_10,d20_bfly_3_5_10,lvl_usdkrw,kr_sent_csi_total_mom,z60_sp500,d20_yh_gold,d5_slope_30y10y,z60_eurkrw,d5_slope_10y3y,d5_us_spr_10_30,sp_kepco_5y,z60_us_spr_10_30,d20_yh_dxy ..."
ktb_10y,L4W_F2W_R63d_T10bp_S0.0,80,"vol20_ktb_3y,z60_us_ffr,d20_us_spr_5_30,ret20_kospi,d20_brent,d20_sp_corp_bbb_3y,kr_sent_csi_total_mom,z60_cd_91d,z60_us_spr_10_30,d20_ktb_1y,z60_us_bei_10y,d20_dxy_broad,z252_cd_91d,d5_slope_10y3y,d60_bfly_3_5_10,z60_cd_base_spread,z60_bfly_3_5_10,d60_ktb3y_base_spread,z60_sp500,kr_growth_ip_total_mom,d20_sp_kepco_5y,z252_ktb3y_base_spread,d20_yh_dxy,z60_yh_dxy,fgn_kospi_cum20 ..."
ktb_30y,L4W_F2W_R63d_T10bp_S0.0,80,"d20_yh_dxy,z60_us_ig_oas_xl,d20_us_spr_5_30,z60_yh_dxy,slope_10y3y,z60_cd_91d,z60_us_spr_10_30,z60_sp500,z60_us_bei_10y,d5_yh_gold,ret20_kospi,z60_us_ffr,z60_tedrate,kr_growth_ip_total_mom,d20_sp_kepco_5y,z60_cd_base_spread,d20_us_ig_oas_xl,z60_sp_kepco_5y,z60_dxy_broad,d60_slope_10y3y,z60_us_spr_2_10,d5_ktb_5y,z252_slope_10y3y,d5_bfly_3_5_10,d60_cd_base_spread ..."
ktb_3y,L4W_F2W_R63d_T10bp_S0.0,80,"vol20_ktb_3y,fgn_kospi_cum20,d60_bfly_3_5_10,kr_price_imp_price_mom,z60_brent,z60_yh_dxy,d60_slope_10y3y,d20_us_real_10y,d20_yh_gold,d60_ktb_3y,d20_yh_dxy,ret20_usdkrw,z60_sp_indfin_1y,ret1_eurkrw,d20_ktb_5y,lvl_wti,ret20_kospi,d60_ktb3y_base_spread,us_indpro_yoy,z252_slope_10y3y,lvl_yh_dxy,kr_growth_ip_total_yoy,d5_dxy_broad,lvl_brent,z60_kospi ..."
ktb_5y,L4W_F2W_R63d_T10bp_S0.0,80,"ret20_usdkrw,z60_eurkrw,vol20_ktb_3y,d20_yh_gold,ret1_kospi,z60_brent,z60_yh_dxy,z252_slope_30y5y,vol20_ktb_5y,z60_cd_base_spread,lvl_usdkrw,z60_sp_corp_aa_3y,ret20_kospi,kr_sent_csi_total_yoy,d60_ktb_5y,d60_bfly_3_5_10,z60_sp_corp_bbb_3y,d20_brent,z60_jpykrw,d20_slope_30y10y,kr_sent_csi_total_lvl,z60_cd_91d,d5_dxy_broad,fgn_kospi_cum20,z60_bfly_3_5_10 ..."
spread_ktb_3_10,L4W_F2W_R63d_T10bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
spread_ktb_5_30,L4W_F2W_R63d_T10bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
us_10y_xl,L4W_F2W_R63d_T10bp_S0.0,80,"d60_ktb_20y,z60_cd_91d,z60_cd_base_spread,fgn_kospi_cum20,ret20_jpykrw,kr_growth_cli_lead_mom,z60_sp_kepco_5y,z60_vixcls,z252_cd_base_spread,d5_yh_dxy,z60_us_ffr,d20_us_2y,z60_brent,z60_us_5y,lvl_us_spr_10_30,ret1_sp500,d5_yh_gold,z60_jpykrw,ret20_kospi,z252_bfly_3_5_10,z60_yh_dxy,d60_slope_10y3y,d60_ktb3y_base_spread,d20_us_10y3m,d20_vixcls ..."
us_ig_oas_xl,L4W_F2W_R63d_T10bp_S0.0,80,"z60_sp_indfin_1y,d20_sp_corp_aa_3y,lvl_us_bei_10y,z60_cd_91d,sp_corp_aa_3y,lvl_wti,d20_usdkrw_range,z60_ktb_30y,usdkrw_range,z60_sp_kepco_5y,kr_growth_ip_total_yoy,z60_cd_base_spread,z60_us_spr_2_10,z60_us_ig_oas_xl,z252_ktb_5y,ret20_usdkrw,ret1_jpykrw,ret20_jpykrw,lvl_brent,d5_us_spr_10_30,z60_sp_corp_aa_3y,z60_us_spr_10_30,z252_ktb_1y,z60_yh_gold,slope_10y3y ..."
us_spr_10_30,L4W_F2W_R63d_T10bp_S0.0,285,"lvl_ktb_1y,lvl_ktb_3y,lvl_ktb_5y,lvl_ktb_10y,lvl_ktb_20y,lvl_ktb_30y,lvl_cd_91d,slope_10y2y,slope_30y10y,slope_30y5y,slope_10y3y,bfly_3_5_10,ktb3y_base_spread,cd_base_spread,d5_ktb_1y,d20_ktb_1y,d60_ktb_1y,z20_ktb_1y,z60_ktb_1y,z252_ktb_1y,d5_ktb_3y,d20_ktb_3y,d60_ktb_3y,z20_ktb_3y,z60_ktb_3y ..."
us_spr_2_10,L4W_F2W_R63d_T10bp_S0.0,80,"z252_cd_base_spread,kr_growth_ip_total_mom,d20_slope_10y3y,d20_sp_corp_bbb_3y,vol20_ktb_3y,d20_ktb_10y,z60_sp_corp_bbb_3y,d20_tedrate,lvl_us_ffr,z60_brent,ret20_jpykrw,kr_price_ppi_total_mom,z60_tedrate,d20_us_spr_5_30,z60_sp_corp_aa_3y,z60_us_spr_10_30,z60_kospi,d20_bfly_3_5_10,z60_vixcls,z60_us_spr_2_10,z60_ktb_1y,d20_ktb_20y,d5_ktb_20y,d20_us_ig_oas_xl,d5_ktb_10y ..."
us_spr_5_30,L4W_F2W_R63d_T10bp_S0.0,80,"z252_ktb_3y,z60_sp_indfin_1y,kr_price_ppi_total_mom,d5_ktb_1y,z252_us_spr_5_30,vol20_ktb_3y,d20_us_bei_10y,z60_ktb_20y,z60_ktb_5y,z60_us_ig_oas_xl,z60_us_ffr,d5_us_spr_10_30,kr_growth_ip_total_mom,z60_bfly_3_5_10,d20_sp_corp_bbb_3y,z60_us_spr_10_30,z60_sp500,kr_growth_ip_total_yoy,slope_30y10y,d5_slope_10y3y,z60_sp_corp_bbb_3y,d5_brent,d20_us_spr_5_30,d20_bfly_3_5_10,d60_bfly_3_5_10 ..."
ktb_10y,L4W_F4W_R63d_T0bp_S0.0,80,"z60_us_ffr,sp_corp_aa_3y,d60_bfly_3_5_10,z252_cd_base_spread,lvl_usdkrw,z60_sp_corp_aa_3y,d20_sp_indfin_1y,z60_us_ig_oas_xl,d60_ktb_1y,d60_ktb3y_base_spread,d60_ktb_30y,z60_yh_dxy,z60_cd_base_spread,z60_sp_indfin_1y,d20_vixcls,z252_cd_91d,z252_bfly_3_5_10,d20_bfly_3_5_10,d20_sp_corp_aa_3y,z60_sp_kepco_5y,vol20_ktb_3y,d20_brent,d20_us_bei_5y5y,d20_us_real_10y,d20_wti ..."
ktb_30y,L4W_F4W_R63d_T0bp_S0.0,80,"z60_us_ffr,d20_yh_dxy,lvl_usdkrw,vol20_kospi,d20_us_2y,fgn_kospi_cum20,z60_sp_indfin_1y,z60_us_bei_10y,d20_usdkrw_range,z252_cd_91d,sp_indfin_1y,d60_ktb_30y,kr_growth_ip_total_mom,z252_cd_base_spread,z60_yh_dxy,lvl_yh_gold,d60_ktb_20y,z60_eurkrw,fgn_kospi,d20_yh_gold,d5_slope_10y3y,z60_tedrate,lvl_ktb_3y,vol20_ktb_3y,vol20_ktb_5y ..."
ktb_3y,L4W_F4W_R63d_T0bp_S0.0,80,"d20_sp_indfin_1y,fgn_kospi_cum20,z60_sp_corp_aa_3y,slope_10y3y,sp_corp_aa_3y,d20_vixcls,z60_us_ffr,ret20_jpykrw,z60_us_bei_10y,ret20_usdkrw,d20_yh_dxy,vol20_ktb_3y,z60_sp_indfin_1y,z252_cd_91d,z60_brent,z60_yh_dxy,d60_ktb3y_base_spread,vol20_kospi,z60_cd_91d,z60_sp500,z252_cd_base_spread,lvl_usdkrw,d20_slope_10y3y,z252_slope_10y3y,z60_usdkrw ..."
ktb_5y,L4W_F4W_R63d_T0bp_S0.0,80,"sp_corp_aa_3y,z60_sp_corp_aa_3y,vol20_ktb_10y,lvl_usdkrw,sp_kepco_5y,z60_eurkrw,vol20_ktb_3y,d20_us_ig_oas_xl,d20_usdkrw_range,z60_usdkrw,z252_bfly_3_5_10,z60_us_ig_oas_xl,z60_cd_base_spread,d5_wti,z60_yh_dxy,z60_us_ffr,d20_tedrate,z60_dxy_broad,z252_cd_base_spread,fgn_kospi_cum20,z60_sp_corp_bbb_3y,ret20_usdkrw,d20_ktb_1y,d60_slope_10y3y,z252_ktb3y_base_spread ..."
spread_aa_3y,L4W_F4W_R63d_T0bp_S0.0,80,"z60_sp_corp_aa_3y,d20_usdkrw_range,kr_sent_csi_total_yoy,z60_sp_corp_bbb_3y,z60_sp_kepco_5y,d5_yh_dxy,kr_sent_csi_total_mom,vol20_ktb_3y,z60_cd_91d,ret20_kospi,sp_corp_aa_3y,d20_sp_kepco_5y,d20_wti,z252_cd_91d,d60_bfly_3_5_10,z252_cd_base_spread,d20_yh_dxy,d60_ktb_1y,z60_sp_indfin_1y,z60_us_ig_oas_xl,kr_growth_ip_total_yoy,kr_price_imp_price_mom,d60_ktb3y_base_spread,z60_cd_base_spread,lvl_us_bei_5y5y ..."
spread_bbb_3y,L4W_F4W_R63d_T0bp_S0.0,80,"d20_sp_corp_aa_3y,d20_sp_corp_bbb_3y,z60_kospi,z60_cd_base_spread,z60_sp_corp_bbb_3y,z60_cd_91d,z252_cd_base_spread,lvl_us_10y2y,z60_brent,z252_bfly_3_5_10,d20_wti,d20_slope_10y3y,d60_slope_10y3y,d60_ktb3y_base_spread,d20_usdkrw_range,fgn_kospi_cum20,ret20_eurkrw,z60_bfly_3_5_10,ret20_usdkrw,sp_kepco_5y,z60_us_ig_oas_xl,z60_sp_indfin_1y,z60_sp_corp_aa_3y,z60_usdkrw,us_payems_yoy ..."
spread_kepco_5y,L4W_F4W_R63d_T0bp_S0.0,80,"d20_sp_corp_bbb_3y,d20_sp_kepco_5y,z60_sp_kepco_5y,sp_kepco_5y,z60_sp_corp_bbb_3y,kr_growth_ip_total_mom,d20_bfly_3_5_10,bfly_3_5_10,z60_us_2y,z60_yh_dxy,vol20_ktb_3y,z60_cd_base_spread,z60_sp_corp_aa_3y,z60_kospi,d20_yh_gold,fgn_kospi_cum20,slope_10y3y,z60_eurkrw,d20_usdkrw_range,z60_us_ig_oas_xl,z252_cd_base_spread,z60_brent,z60_wti,z252_slope_10y3y,d20_ktb_1y ..."
spread_ktb_10_30,L4W_F4W_R63d_T0bp_S0.0,80,"vol20_kospi,z60_sp_indfin_1y,ret20_eurkrw,d20_ktb3y_base_spread,z60_us_ffr,kr_growth_ip_total_yoy,vol20_ktb_3y,d20_us_real_10y,d20_yh_gold,d20_slope_30y10y,z60_cd_base_spread,z60_usdkrw,z60_sp_kepco_5y,z60_slope_30y10y,kr_price_imp_price_mom,z60_sp_corp_bbb_3y,fgn_kospi_cum20,z60_us_bei_10y,sp_kepco_5y,lvl_vixcls,z252_cd_base_spread,z60_yh_gold,z252_slope_30y10y,d5_bfly_3_5_10,sp_corp_aa_3y ..."
spread_ktb_3_10,L4W_F4W_R63d_T0bp_S0.0,80,"z60_kospi,z252_cd_base_spread,z60_cd_base_spread,z60_yh_gold,z252_ktb3y_base_spread,z60_jpykrw,slope_10y3y,z60_sp_kepco_5y,d20_usdkrw_range,kr_growth_ip_total_mom,z60_ktb_20y,z60_wti,d20_slope_30y5y,z60_sp_corp_bbb_3y,z60_sp_corp_aa_3y,d60_ktb3y_base_spread,z252_ktb_3y,z252_us_spr_5_30,d20_yh_gold,d20_slope_10y3y,z60_us_bei_5y5y,d5_wti,d20_yh_dxy,lvl_usdkrw,kr_growth_ip_total_yoy ..."
